1029, 470, 63684 
1035, 620, 63720 
623, 629, 63761 
826, 430, 63797 
800, 576, 63833 
816, 552, 63870 
1099, 719, 63906 
834, 584, 63936 
1007, 638, 63966 
1183, 472, 63999 
1233, 570, 64033 
847, 540, 64065 
1108, 624, 64098 
1025, 500, 64137 
775, 619, 64166 
900, 508, 64203 
694, 580, 64245 
605, 682, 64281 
461, 578, 64318 
732, 538, 64354 
802, 597, 64394 
768, 628, 64430 
1083, 518, 64469 
962, 610, 64508 
1101, 660, 64542 
1548, 633, 64580 
672, 753, 64615 
295, 826, 64650 
744, 545, 64681 
772, 624, 64722 
928, 538, 64755 
559, 595, 64787 
387, 705, 64842 
608, 674, 64880 
976, 588, 64929 
808, 605, 64973 
1009, 642, 65017 
982, 507, 65053 
839, 575, 65081 
901, 302, 65115 
804, 409, 65147 
785, 448, 65181 
618, 533, 65221 
264, 557, 65255 
256, 673, 65289 
280, 739, 65322 
294, 607, 65352 
373, 592, 65378 
309, 635, 65414 
159, 654, 65451 
402, 623, 65481 
319, 658, 65521 
614, 591, 65559 
357, 641, 65592 
365, 625, 65631 
468, 508, 65664 
10, 874, 65699 
352, 607, 65737 
817, 581, 65767 
520, 613, 65803 
688, 588, 65840 
908, 615, 65874 
1167, 566, 65921 
1574, 606, 65952 
1565, 620, 65987 
1333, 568, 66023 
688, 780, 66057 
716, 690, 66086 
666, 734, 66120 
527, 731, 66152 
388, 728, 66186 
745, 678, 66232 
527, 618, 66271 
618, 664, 66309 
713, 525, 66355 
606, 532, 66401 
689, 630, 66440 
575, 661, 66484 
844, 498, 66526 
616, 562, 66561 
335, 679, 66597 
381, 757, 66638 
692, 461, 66670 
862, 516, 66706 
825, 530, 66747 
806, 495, 66784 
901, 490, 66820 
534, 636, 66856 
797, 586, 66893 
735, 534, 66932 
694, 544, 66971 
926, 488, 67007 
781, 338, 67051 
754, 608, 67090 
473, 691, 67125 
677, 685, 67162 
607, 759, 67204 
418, 604, 67235 
390, 535, 67263 
591, 689, 67303 
833, 730, 67338 
868, 702, 67367 
495, 701, 67403 
912, 692, 67438 
713, 610, 67471 
564, 696, 67509 
802, 572, 67547 
867, 546, 67581 
851, 497, 67615 
706, 767, 67648 
704, 561, 67686 
761, 452, 67719 
761, 452, 67747 
856, 614, 67777 
932, 437, 67813 
644, 555, 67846 
581, 543, 67888 
683, 587, 67926 
973, 533, 67965 
811, 477, 68002 
965, 480, 68039 
1058, 473, 68084 
952, 497, 68127 
944, 659, 68165 
1062, 502, 68211 
1024, 661, 68257 
1356, 875, 68292 
1222, 572, 68331 
702, 793, 68371 
742, 682, 68420 
520, 642, 68470 
671, 561, 68504 
832, 552, 68539 
847, 528, 68572 
771, 531, 68611 
862, 661, 68655 
836, 547, 68690 
551, 626, 68725 
751, 619, 68756 
751, 619, 68787 
703, 634, 68817 
847, 674, 68848 
918, 774, 68880 
931, 604, 68908 
950, 580, 68943 
897, 626, 68974 
753, 646, 69009 
866, 511, 69065 
893, 512, 69102 
785, 590, 69131 
732, 514, 69168 
881, 745, 69203 
822, 602, 69235 
818, 562, 69265 
1212, 301, 69298 
1556, 478, 69336 
1332, 521, 69368 
1051, 555, 69398 
528, 804, 69440 
604, 687, 69475 
375, 630, 69515 
456, 684, 69555 
471, 513, 69589 
378, 642, 69622 
548, 642, 69667 
320, 628, 69713 
386, 691, 69751 
451, 599, 69785 
287, 771, 69819 
390, 552, 69855 
365, 574, 69950 
388, 570, 69984 
163, 731, 70013 
334, 608, 70042 
148, 674, 70110 
333, 540, 70147 
165, 593, 70259 
388, 344, 70302 
342, 700, 70340 
1152, 470, 70380 
1590, 624, 70414 
1448, 488, 70450 
809, 629, 70483 
129, 855, 70518 
227, 495, 70583 
164, 476, 70651 
151, 417, 70683 
102, 415, 70719 
163, 483, 70754 
127, 441, 70785 
164, 367, 70817 
290, 349, 70849 
143, 417, 70879 
490, 718, 70918 
1540, 689, 70950 
1287, 618, 70979 
1085, 727, 71012 
741, 765, 71046 
1393, 254, 71075 
1451, 401, 71114 
1612, 209, 71153 
1903, 166, 71224 
1739, 317, 71297 
1505, 287, 71331 
1866, 393, 71361 
1822, 448, 71393 
1586, 641, 71462 
1065, 683, 71501 
1473, 701, 71535 
1314, 639, 71570 
1612, 601, 71608 
1805, 640, 71653 
1884, 477, 72018 
1799, 530, 72097 
1516, 516, 72323 
1622, 817, 72358 
1814, 822, 72397 
1562, 915, 72433 
1723, 489, 72470 
1486, 583, 72502 
1262, 750, 72537 
1424, 742, 72575 
1409, 771, 72609 
1327, 835, 72651 
1237, 866, 72684 
1376, 752, 72729 
1352, 767, 72774 
1464, 686, 72828 
1381, 850, 72879 
1317, 921, 72943 
1435, 604, 73607 
1615, 335, 73638 
1441, 392, 73672 
1739, 243, 73708 
1594, 524, 73746 
1719, 309, 73786 
1672, 444, 73853 
1721, 389, 73903 
1603, 363, 73970 
1098, 776, 74327 
1049, 799, 74370 
806, 677, 74397 
1265, 699, 74431 
1116, 715, 74462 
988, 600, 74497 
969, 555, 74526 
718, 599, 74558 
802, 735, 74593 
1054, 516, 74631 
516, 749, 74660 
911, 463, 74692 
786, 630, 74723 
860, 725, 74755 
895, 675, 74790 
660, 818, 74823 
491, 772, 74863 
655, 775, 74901 
969, 644, 74946 
515, 934, 74980 
545, 750, 75017 
668, 579, 75052 
682, 662, 75085 
958, 513, 75117 
631, 893, 75156 
1342, 634, 75203 
1703, 583, 75253 
1604, 657, 75291 
1794, 485, 75337 
1827, 550, 75385 
1705, 726, 75426 
1813, 540, 75469 
1663, 613, 75555 
1162, 730, 75598 
535, 687, 75643 
416, 787, 75680 
861, 569, 75725 
653, 630, 75770 
955, 316, 75818 
496, 1021, 75858 
733, 544, 75906 
836, 754, 75951 
970, 644, 75983 
694, 751, 76021 
625, 736, 76055 
728, 747, 76090 
787, 873, 76122 
1272, 665, 76159 
1478, 982, 76200 
1765, 500, 76238 
1267, 609, 76273 
956, 742, 76316 
1152, 667, 76360 
819, 703, 76417 
1033, 617, 76466 
1237, 646, 76506 
1209, 556, 76554 
895, 708, 76586 
974, 595, 76623 
615, 624, 76668 
455, 507, 76701 
618, 563, 76731 
890, 559, 76786 
1010, 413, 76823 
862, 581, 76859 
228, 908, 76895 
545, 552, 76947 
557, 702, 76975 
1093, 469, 77017 
1372, 410, 77053 
1405, 586, 77087 
1354, 640, 77125 
1349, 716, 77172 
1026, 802, 77210 
1175, 848, 77252 
1255, 638, 77289 
1187, 676, 77325 
1543, 648, 77358 
1094, 819, 77392 
1181, 736, 77429 
1457, 663, 77471 
730, 738, 77511 
941, 436, 77547 
716, 326, 77581 
905, 389, 77620 
650, 277, 77655 
130, 187, 77689 
940, 200, 77732 
458, 343, 77782 
786, 392, 77823 
754, 145, 77869 
785, 55, 77905 
927, 351, 77939 
853, 288, 77970 
1060, 303, 78004 
1323, 244, 78044 
1263, 410, 78092 
1140, 510, 78130 
1188, 435, 78179 
833, 547, 78229 
895, 514, 78271 
710, 580, 78305 
760, 434, 78338 
1018, 377, 78370 
750, 525, 78408 
978, 522, 78446 
1072, 375, 78483 
1129, 494, 78519 
860, 558, 78555 
1052, 442, 78589 
800, 689, 78622 
635, 699, 78657 
702, 509, 78696 
644, 674, 78734 
802, 434, 78775 
919, 503, 78809 
717, 591, 78855 
1046, 514, 78895 
856, 534, 78936 
832, 555, 78972 
610, 697, 79008 
906, 679, 79047 
588, 647, 79080 
786, 566, 79119 
710, 513, 79153 
662, 618, 79192 
976, 574, 79232 
650, 659, 79275 
880, 461, 79312 
571, 427, 79352 
669, 311, 79381 
703, 277, 79418 
774, 222, 79454 
746, 195, 79490 
913, 104, 79524 
834, 165, 79557 
806, 115, 79599 
712, 130, 79636 
571, 232, 79678 
952, 207, 79717 
1148, 206, 79750 
927, 218, 79781 
1030, 212, 79819 
963, 242, 79854 
1070, 81, 79893 
1122, 246, 79934 
1146, 343, 79973 
659, 258, 80009 
632, 259, 80046 
808, 186, 80085 
879, 265, 80119 
1136, 171, 80160 
832, 244, 80195 
740, 458, 80235 
706, 270, 80269 
811, 349, 80305 
712, 264, 80340 
806, 251, 80374 
706, 189, 80420 
900, 1010, 80483 
1029, 463, 80515 
537, 266, 80553 
768, 28, 80584 
995, 66, 80617 
815, 224, 80649 
771, 115, 80678 
767, 183, 80719 
628, 274, 80751 
785, 275, 80780 
826, 293, 80814 
883, 238, 80852 
931, 166, 80887 
733, 209, 80918 
1020, 67, 80948 
815, 118, 80975 
557, 214, 81021 
689, 186, 81055 
569, 234, 81087 
549, 198, 81121 
751, 113, 81158 
667, 101, 81200 
334, 273, 81240 
733, 181, 81280 
686, 172, 81317 
688, 189, 81349 
510, 219, 81380 
775, 170, 81422 
554, 154, 81457 
700, 183, 81496 
702, 182, 81535 
653, 284, 81570 
810, 237, 81605 
1087, 105, 81643 
871, 53, 81678 
910, 206, 81712 
562, 216, 81751 
635, 250, 81786 
935, 8, 81825 
699, 222, 81865 
779, 201, 81904 
685, 232, 81937 
628, 127, 81968 
782, 266, 82001 
626, 306, 82036 
785, 445, 82073 
735, 357, 82116 
988, 239, 82156 
1106, 455, 82196 
926, 500, 82229 
1147, 196, 82262 
850, 193, 82295 
931, 89, 82334 
1089, 43, 82369 
780, 143, 82409 
1110, 23, 82443 
1297, 32, 82517 
1180, 193, 82553 
1290, 14, 82604 
1428, 25, 82652 
1412, 31, 82728 
1482, 22, 82771 
1417, 55, 82811 
1295, 213, 82845 
1227, 213, 82886 
1406, 133, 82932 
1510, 180, 82976 
1482, 201, 83014 
1562, 980, 83053 
1260, 827, 83087 
542, 803, 83123 
1099, 517, 83165 
739, 590, 83209 
333, 756, 83250 
2, 531, 83287 
293, 341, 83333 
109, 241, 83368 
45, 207, 83405 
281, 295, 83451 
188, 389, 83485 
561, 353, 83525 
847, 458, 83566 
728, 382, 83602 
748, 374, 83639 
701, 451, 83673 
591, 437, 83718 
743, 496, 83762 
552, 383, 83795 
649, 296, 83833 
587, 343, 83883 
763, 297, 83927 
799, 400, 83971 
778, 397, 84010 
970, 277, 84052 
1059, 592, 84088 
1297, 414, 84129 
1881, 499, 84173 
1872, 267, 84218 
1898, 378, 84302 
1636, 434, 84339 
1754, 635, 84374 
1772, 582, 84415 
1835, 540, 84460 
1639, 503, 84502 
1859, 398, 84549 
1760, 649, 84584 
1812, 475, 84651 
1501, 741, 84687 
1337, 660, 84723 
1455, 754, 84768 
1676, 639, 84811 
1727, 494, 84901 
1840, 746, 84937 
1569, 818, 84971 
1365, 368, 85009 
1383, 194, 85045 
1256, 168, 85087 
1389, 47, 85120 
1229, 242, 85158 
1605, 469, 85191 
1417, 425, 85230 
1690, 339, 85268 
1647, 377, 85302 
1471, 215, 85336 
1622, 225, 85369 
1351, 257, 85400 
1311, 166, 85440 
1649, 131, 85485 
1895, 320, 85527 
1284, 583, 85620 
1344, 967, 85659 
1235, 944, 85701 
1161, 1036, 85743 
1218, 728, 85779 
1796, 583, 85812 
860, 849, 85849 
1027, 510, 85885 
1200, 215, 85920 
1256, 169, 85950 
217, 390, 85987 
347, 636, 86070 
413, 780, 86119 
692, 654, 86164 
1091, 763, 86206 
1337, 800, 86284 
1303, 930, 86345 
994, 744, 86386 
597, 741, 86441 
1000, 551, 86489 
340, 729, 86538 
530, 723, 86573 
1054, 701, 86615 
867, 708, 86647 
1173, 647, 86675 
733, 730, 86711 
843, 590, 86746 
852, 508, 86785 
937, 575, 86822 
815, 654, 86862 
849, 635, 86896 
879, 661, 86938 
1027, 469, 86972 
841, 571, 87017 
1163, 515, 87049 
1065, 650, 87082 
898, 572, 87121 
889, 603, 87156 
566, 677, 87190 
1205, 516, 87228 
953, 496, 87264 
1417, 646, 87295 
1481, 741, 87331 
1717, 635, 87388 
1339, 349, 87422 
1393, 459, 87463 
1669, 724, 87499 
1118, 683, 87538 
1710, 554, 87572 
1554, 896, 87611 
1341, 933, 87695 
1685, 546, 87731 
825, 607, 87763 
775, 706, 87818 
930, 734, 87855 
1129, 713, 87896 
1253, 769, 87933 
1425, 675, 87972 
1443, 718, 88017 
1349, 755, 88056 
1484, 580, 88103 
1256, 677, 88134 
1213, 769, 88161 
1212, 932, 88194 
1342, 899, 88234 
1447, 602, 88268 
1566, 574, 88301 
1577, 529, 88336 
1319, 814, 88366 
1197, 729, 88406 
1396, 704, 88441 
1352, 726, 88478 
1667, 615, 88517 
1598, 694, 88551 
1772, 740, 88590 
1413, 783, 88638 
1553, 632, 88681 
1366, 850, 88718 
1483, 871, 88755 
1438, 780, 88799 
1387, 847, 88837 
1381, 836, 88878 
1618, 753, 88917 
1584, 882, 88953 
1391, 705, 88986 
1385, 653, 89018 
1076, 847, 89050 
1470, 792, 89084 
1562, 734, 89120 
1525, 726, 89154 
1233, 848, 89202 
1370, 684, 89234 
1305, 832, 89266 
1263, 820, 89299 
1516, 636, 89336 
1652, 884, 89372 
1720, 819, 89401 
1403, 796, 89430 
1641, 609, 89466 
1168, 555, 89529 
1376, 457, 89561 
1281, 795, 89597 
1445, 639, 89634 
1693, 676, 89673 
1259, 772, 89712 
1612, 803, 89749 
1715, 859, 89782 
1734, 745, 89815 
1549, 730, 89849 
1583, 733, 89905 
1401, 863, 89946 
1504, 786, 89986 
1525, 924, 90040 
1554, 925, 90083 
1711, 679, 90127 
1023, 739, 90165 
698, 647, 90199 
929, 819, 90232 
819, 768, 90263 
819, 768, 90298 
875, 637, 90330 
872, 702, 90366 
826, 812, 90403 
656, 650, 90439 
837, 735, 90484 
799, 745, 90525 
1147, 553, 90560 
970, 517, 90604 
589, 709, 90650 
832, 537, 90696 
627, 659, 90742 
785, 451, 90778 
678, 644, 90816 
673, 702, 90850 
549, 607, 90887 
720, 614, 90933 
1023, 500, 90966 
928, 572, 91005 
709, 641, 91036 
965, 482, 91067 
887, 658, 91102 
878, 692, 91144 
780, 640, 91178 
1269, 520, 91222 
977, 572, 91255 
1113, 651, 91302 
1054, 588, 91343 
928, 605, 91384 
884, 651, 91432 
1203, 516, 91464 
1444, 561, 91504 
1100, 523, 91565 
1128, 634, 91620 
1347, 609, 91665 
1462, 722, 91704 
641, 868, 91753 
344, 941, 91789 
156, 843, 91843 
92, 872, 91881 
103, 515, 91918 
148, 684, 91994 
591, 422, 92024 
446, 344, 92057 
162, 395, 92127 
450, 315, 92164 
162, 398, 92201 
31, 424, 92240 
214, 539, 92277 
331, 453, 92317 
335, 396, 92351 
310, 448, 92386 
302, 578, 92427 
516, 350, 92456 
450, 542, 92495 
726, 348, 92528 
1903, 583, 92634 
912, 915, 92678 
1132, 517, 92715 
1114, 556, 92752 
1559, 286, 92785 
1463, 316, 92823 
1469, 338, 92868 
1251, 445, 92921 
1244, 230, 92967 
1276, 266, 93028 
1447, 154, 93066 
1357, 464, 93104 
1604, 346, 93161 
1412, 566, 93200 
1514, 511, 93233 
1305, 472, 93263 
1332, 526, 93295 
1728, 354, 93327 
1293, 374, 93365 
1507, 516, 93400 
1508, 334, 93439 
1597, 439, 93472 
1450, 511, 93517 
1638, 359, 93551 
1315, 522, 93586 
1539, 476, 93619 
1637, 405, 93656 
1750, 411, 93701 
1852, 712, 93851 
1033, 594, 94148 
1400, 488, 94191 
666, 551, 94230 
230, 539, 94263 
69, 738, 94299 
261, 602, 94336 
45, 853, 94372 
246, 635, 94407 
745, 179, 94442 
1278, 601, 94494 
1272, 742, 94534 
1154, 451, 94579 
1198, 399, 94622 
1465, 730, 94667 
933, 541, 94705 
444, 635, 94745 
717, 417, 94783 
545, 437, 94815 
457, 506, 94849 
535, 330, 94884 
534, 301, 94920 
498, 256, 94960 
364, 201, 95001 
17, 433, 95082 
129, 309, 95115 
114, 344, 95157 
169, 391, 95189 
326, 204, 95289 
220, 114, 95322 
206, 161, 95390 
238, 34, 95429 
317, 58, 95460 
644, 37, 95500 
564, 109, 95643 
750, 147, 95683 
857, 17, 95727 
544, 320, 95768 
573, 2, 95804 
328, 77, 95923 
646, 73, 95960 
266, 112, 96000 
334, 263, 96040 
479, 67, 96078 
368, 117, 96119 
142, 254, 96153 
114, 155, 96189 
406, 185, 96230 
272, 182, 96311 
408, 275, 96344 
884, 142, 96383 
625, 202, 96423 
699, 235, 96457 
915, 223, 96503 
556, 117, 96549 
774, 154, 96582 
1308, 236, 96611 
1865, 402, 96640 
1710, 348, 96676 
1276, 581, 96720 
1358, 406, 96750 
1053, 454, 96786 
1397, 517, 96820 
1289, 300, 96849 
1237, 357, 96878 
1348, 370, 96919 
1246, 549, 96952 
1229, 303, 96982 
1162, 408, 97010 
1145, 527, 97039 
1341, 345, 97070 
1192, 389, 97106 
1109, 465, 97153 
1223, 368, 97193 
1131, 482, 97234 
1539, 410, 97277 
1073, 424, 97317 
1314, 468, 97352 
1096, 407, 97394 
1347, 491, 97434 
1225, 476, 97478 
963, 705, 97521 
1368, 433, 97561 
1040, 512, 97610 
1327, 373, 97656 
1332, 230, 97697 
607, 536, 97738 
454, 371, 97778 
478, 423, 97819 
895, 740, 97854 
1516, 788, 97894 
1500, 609, 97934 
635, 787, 97981 
664, 642, 98016 
794, 582, 98053 
483, 673, 98089 
415, 926, 98128 
412, 552, 98173 
577, 653, 98219 
417, 632, 98249 
794, 326, 98277 
580, 529, 98307 
521, 508, 98347 
307, 525, 98377 
645, 551, 98411 
683, 709, 98447 
816, 766, 98547 
753, 558, 98585 
586, 555, 98622 
325, 820, 98660 
459, 791, 98711 
737, 691, 98747 
572, 701, 98781 
428, 789, 98822 
645, 719, 98856 
430, 472, 98893 
548, 447, 98936 
567, 468, 98984 
1332, 510, 99018 
1169, 573, 99053 
920, 627, 99086 
1078, 599, 99118 
1115, 472, 99161 
913, 444, 99207 
917, 681, 99250 
1043, 562, 99290 
1254, 667, 99326 
1125, 611, 99364 
1146, 600, 99410 
1146, 517, 99443 
1428, 586, 99474 
1336, 485, 99515 
1194, 515, 99548 
1512, 468, 99583 
1149, 668, 99613 
986, 672, 99643 
986, 672, 99678 
1040, 597, 99716 
958, 574, 99748 
1127, 524, 99778 
972, 562, 99815 
1088, 516, 99851 
1071, 625, 99886 
1209, 483, 99929 
1183, 575, 99969 
1310, 442, 100010 
1210, 572, 100053 
914, 676, 100096 
897, 700, 100131 
1337, 673, 100167 
1045, 739, 100203 
1019, 767, 100239 
1041, 640, 100272 
966, 809, 100327 
830, 595, 100367 
1023, 786, 100413 
1112, 804, 100452 
1006, 789, 100486 
1366, 696, 100522 
1190, 724, 100552 
964, 868, 100586 
1250, 709, 100618 
1160, 651, 100658 
1371, 726, 100698 
1090, 719, 100736 
